AC_000192.1,AC_000192.1,0.000000
AC_000192.1,Beijing/IVDC-01-06/2020,2.666790
AC_000192.1,Beijing/IVDC-02-06/2020,2.667378
AC_000192.1,JQ410000.1,2.835173
AC_000192.1,JX860640.1,1.769252
AC_000192.1,KF793826.1,2.590345
AC_000192.1,KX432213.1,1.788342
AC_000192.1,LC364342.1,3.309228
AC_000192.1,LC364343.1,3.324276
AC_000192.1,MH532440.1,3.379573
AC_000192.1,MH810163.1,1.783499
AC_000192.1,MK423877.1,2.903954
AC_000192.1,MT040336.1,2.648617
AC_000192.1,MT121216.1,2.666479
AC_000192.1,NC_001451.1,2.941627
AC_000192.1,NC_001846.1,1.410449
AC_000192.1,NC_002306.3,2.735938
AC_000192.1,NC_002645.1,2.863221
AC_000192.1,NC_003045.1,1.760396
AC_000192.1,NC_003436.1,2.742457
AC_000192.1,NC_004718.3,2.629585
AC_000192.1,NC_005831.2,2.894688
AC_000192.1,NC_006213.1,1.787026
AC_000192.1,NC_006577.2,1.946104
AC_000192.1,NC_009019.1,2.602149
AC_000192.1,NC_009020.1,2.610430
AC_000192.1,NC_009021.1,2.620680
AC_000192.1,NC_009657.1,2.774848
AC_000192.1,NC_009988.1,2.848166
AC_000192.1,NC_010437.1,2.761066
AC_000192.1,NC_010438.1,2.670554
AC_000192.1,NC_010646.1,2.594736
AC_000192.1,NC_010800.1,2.910882
AC_000192.1,NC_011547.1,3.341281
AC_000192.1,NC_011549.1,3.268328
AC_000192.1,NC_011550.1,3.235062
AC_000192.1,NC_012936.1,1.467235
AC_000192.1,NC_014470.1,2.660800
AC_000192.1,NC_016991.1,3.384747
AC_000192.1,NC_016992.1,3.469926
AC_000192.1,NC_016993.1,3.384460
AC_000192.1,NC_016994.1,3.416799
AC_000192.1,NC_016995.1,3.414052
AC_000192.1,NC_016996.1,3.298696
AC_000192.1,NC_017083.1,1.711179
AC_000192.1,NC_018871.1,2.746242
AC_000192.1,NC_019843.3,2.597310
AC_000192.1,NC_022103.1,2.804982
AC_000192.1,NC_023760.1,2.623042
AC_000192.1,NC_025217.1,2.640817
AC_000192.1,NC_026011.1,1.669373
AC_000192.1,NC_028752.1,2.841402
AC_000192.1,NC_028806.1,2.811221
AC_000192.1,NC_028811.1,2.844142
AC_000192.1,NC_028814.1,2.791502
AC_000192.1,NC_028824.1,2.917081
AC_000192.1,NC_028833.1,2.786500
AC_000192.1,NC_030292.1,2.748049
AC_000192.1,NC_030886.1,2.632738
AC_000192.1,NC_032107.1,2.744134
AC_000192.1,NC_032730.1,2.735067
AC_000192.1,NC_034440.1,2.534783
AC_000192.1,NC_034972.1,2.872670
AC_000192.1,NC_038294.1,2.603224
AC_000192.1,NC_038861.1,2.834786
AC_000192.1,NC_039207.1,2.627403
AC_000192.1,NC_039208.1,3.409544
AC_000192.1,NC_045512.2,2.668998
AC_000192.1,NC_046964.1,2.729608
AC_000192.1,NC_046965.1,2.765311
AC_000192.1,NC_048213.1,2.958529
AC_000192.1,NC_048214.1,2.862582
AC_000192.1,NC_048216.1,2.675199
AC_000192.1,NC_048217.1,1.413162
AC_000192.1,bat/Yunnan/RaTG13/2013,2.652798
AC_000192.1,env/Beijing/IVDC-03-06/2020,2.666684
Beijing/IVDC-01-06/2020,AC_000192.1,2.666790
Beijing/IVDC-01-06/2020,Beijing/IVDC-01-06/2020,0.000000
Beijing/IVDC-01-06/2020,Beijing/IVDC-02-06/2020,0.000235
Beijing/IVDC-01-06/2020,JQ410000.1,2.629946
Beijing/IVDC-01-06/2020,JX860640.1,2.587379
Beijing/IVDC-01-06/2020,KF793826.1,2.668690
Beijing/IVDC-01-06/2020,KX432213.1,2.595198
Beijing/IVDC-01-06/2020,LC364342.1,3.164773
Beijing/IVDC-01-06/2020,LC364343.1,3.175541
Beijing/IVDC-01-06/2020,MH532440.1,3.275537
Beijing/IVDC-01-06/2020,MH810163.1,2.618045
Beijing/IVDC-01-06/2020,MK423877.1,2.619044
Beijing/IVDC-01-06/2020,MT040336.1,0.660098
Beijing/IVDC-01-06/2020,MT121216.1,0.582358
Beijing/IVDC-01-06/2020,NC_001451.1,2.600853
Beijing/IVDC-01-06/2020,NC_001846.1,2.672623
Beijing/IVDC-01-06/2020,NC_002306.3,2.560965
Beijing/IVDC-01-06/2020,NC_002645.1,2.644900
Beijing/IVDC-01-06/2020,NC_003045.1,2.593979
Beijing/IVDC-01-06/2020,NC_003436.1,2.681911
Beijing/IVDC-01-06/2020,NC_004718.3,0.800667
Beijing/IVDC-01-06/2020,NC_005831.2,2.825559
Beijing/IVDC-01-06/2020,NC_006213.1,2.614862
Beijing/IVDC-01-06/2020,NC_006577.2,2.571313
Beijing/IVDC-01-06/2020,NC_009019.1,2.097271
Beijing/IVDC-01-06/2020,NC_009020.1,2.252846
Beijing/IVDC-01-06/2020,NC_009021.1,2.086031
Beijing/IVDC-01-06/2020,NC_009657.1,2.632327
Beijing/IVDC-01-06/2020,NC_009988.1,2.766840
Beijing/IVDC-01-06/2020,NC_010437.1,2.559438
Beijing/IVDC-01-06/2020,NC_010438.1,2.717123
Beijing/IVDC-01-06/2020,NC_010646.1,2.649709
Beijing/IVDC-01-06/2020,NC_010800.1,2.679854
Beijing/IVDC-01-06/2020,NC_011547.1,3.042934
Beijing/IVDC-01-06/2020,NC_011549.1,3.046063
Beijing/IVDC-01-06/2020,NC_011550.1,3.127554
Beijing/IVDC-01-06/2020,NC_012936.1,2.640474
Beijing/IVDC-01-06/2020,NC_014470.1,1.025041
Beijing/IVDC-01-06/2020,NC_016991.1,3.164932
Beijing/IVDC-01-06/2020,NC_016992.1,3.241425
Beijing/IVDC-01-06/2020,NC_016993.1,3.323197
Beijing/IVDC-01-06/2020,NC_016994.1,3.070192
Beijing/IVDC-01-06/2020,NC_016995.1,3.177678
Beijing/IVDC-01-06/2020,NC_016996.1,3.135210
Beijing/IVDC-01-06/2020,NC_017083.1,2.640861
Beijing/IVDC-01-06/2020,NC_018871.1,2.627721
Beijing/IVDC-01-06/2020,NC_019843.3,2.148908
Beijing/IVDC-01-06/2020,NC_022103.1,2.724853
Beijing/IVDC-01-06/2020,NC_023760.1,2.573475
Beijing/IVDC-01-06/2020,NC_025217.1,2.191903
Beijing/IVDC-01-06/2020,NC_026011.1,2.632251
Beijing/IVDC-01-06/2020,NC_028752.1,2.681502
Beijing/IVDC-01-06/2020,NC_028806.1,2.600738
Beijing/IVDC-01-06/2020,NC_028811.1,2.641165
Beijing/IVDC-01-06/2020,NC_028814.1,2.641512
Beijing/IVDC-01-06/2020,NC_028824.1,2.787475
Beijing/IVDC-01-06/2020,NC_028833.1,2.715896
Beijing/IVDC-01-06/2020,NC_030292.1,2.610941
Beijing/IVDC-01-06/2020,NC_030886.1,2.201832
Beijing/IVDC-01-06/2020,NC_032107.1,2.670570
Beijing/IVDC-01-06/2020,NC_032730.1,2.633663
Beijing/IVDC-01-06/2020,NC_034440.1,2.119623
Beijing/IVDC-01-06/2020,NC_034972.1,2.695430
Beijing/IVDC-01-06/2020,NC_038294.1,2.145004
Beijing/IVDC-01-06/2020,NC_038861.1,2.525238
Beijing/IVDC-01-06/2020,NC_039207.1,2.027203
Beijing/IVDC-01-06/2020,NC_039208.1,3.223714
Beijing/IVDC-01-06/2020,NC_045512.2,0.000542
Beijing/IVDC-01-06/2020,NC_046964.1,2.637438
Beijing/IVDC-01-06/2020,NC_046965.1,2.635335
Beijing/IVDC-01-06/2020,NC_048213.1,2.671966
Beijing/IVDC-01-06/2020,NC_048214.1,2.662097
Beijing/IVDC-01-06/2020,NC_048216.1,2.739161
Beijing/IVDC-01-06/2020,NC_048217.1,2.673809
Beijing/IVDC-01-06/2020,bat/Yunnan/RaTG13/2013,0.368519
Beijing/IVDC-01-06/2020,env/Beijing/IVDC-03-06/2020,0.000349
Beijing/IVDC-02-06/2020,AC_000192.1,2.667378
Beijing/IVDC-02-06/2020,Beijing/IVDC-01-06/2020,0.000235
Beijing/IVDC-02-06/2020,Beijing/IVDC-02-06/2020,0.000000
Beijing/IVDC-02-06/2020,JQ410000.1,2.629595
Beijing/IVDC-02-06/2020,JX860640.1,2.587338
Beijing/IVDC-02-06/2020,KF793826.1,2.668294
Beijing/IVDC-02-06/2020,KX432213.1,2.595154
Beijing/IVDC-02-06/2020,LC364342.1,3.164433
Beijing/IVDC-02-06/2020,LC364343.1,3.175199
Beijing/IVDC-02-06/2020,MH532440.1,3.275224
Beijing/IVDC-02-06/2020,MH810163.1,2.617638
Beijing/IVDC-02-06/2020,MK423877.1,2.618688
Beijing/IVDC-02-06/2020,MT040336.1,0.659738
Beijing/IVDC-02-06/2020,MT121216.1,0.581973
Beijing/IVDC-02-06/2020,NC_001451.1,2.600487
Beijing/IVDC-02-06/2020,NC_001846.1,2.672625
Beijing/IVDC-02-06/2020,NC_002306.3,2.560602
Beijing/IVDC-02-06/2020,NC_002645.1,2.644539
Beijing/IVDC-02-06/2020,NC_003045.1,2.593937
Beijing/IVDC-02-06/2020,NC_003436.1,2.681570
Beijing/IVDC-02-06/2020,NC_004718.3,0.800353
Beijing/IVDC-02-06/2020,NC_005831.2,2.825564
Beijing/IVDC-02-06/2020,NC_006213.1,2.614460
Beijing/IVDC-02-06/2020,NC_006577.2,2.571508
Beijing/IVDC-02-06/2020,NC_009019.1,2.096783
Beijing/IVDC-02-06/2020,NC_009020.1,2.252498
Beijing/IVDC-02-06/2020,NC_009021.1,2.085341
Beijing/IVDC-02-06/2020,NC_009657.1,2.631031
Beijing/IVDC-02-06/2020,NC_009988.1,2.766530
Beijing/IVDC-02-06/2020,NC_010437.1,2.559456
Beijing/IVDC-02-06/2020,NC_010438.1,2.717178
Beijing/IVDC-02-06/2020,NC_010646.1,2.649661
Beijing/IVDC-02-06/2020,NC_010800.1,2.679493
Beijing/IVDC-02-06/2020,NC_011547.1,3.042152
Beijing/IVDC-02-06/2020,NC_011549.1,3.045275
Beijing/IVDC-02-06/2020,NC_011550.1,3.126787
Beijing/IVDC-02-06/2020,NC_012936.1,2.640744
Beijing/IVDC-02-06/2020,NC_014470.1,1.024801
Beijing/IVDC-02-06/2020,NC_016991.1,3.164592
Beijing/IVDC-02-06/2020,NC_016992.1,3.240655
Beijing/IVDC-02-06/2020,NC_016993.1,3.322423
